"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Afternoon workout 💪","17 Ara 2022, 12:57","17 Ara 2022, 14:56","","Preacher Curl (Barbell)",,"",0,"normal",42,4,,,
"Afternoon workout 💪","17 Ara 2022, 12:57","17 Ara 2022, 14:56","","Preacher Curl (Barbell)",,"",1,"normal",37,7,,,
"Afternoon workout 💪","17 Ara 2022, 12:57","17 Ara 2022, 14:56","","Preacher Curl (Barbell)",,"",2,"normal",32,11,,,
"Afternoon workout 💪","17 Ara 2022, 12:57","17 Ara 2022, 14:56","","Triceps Rope Pushdown",,"",0,"normal",45,4,,,
"Afternoon workout 💪","17 Ara 2022, 12:57","17 Ara 2022, 14:56","","Triceps Rope Pushdown",,"",1,"normal",40,8,,,
"Afternoon workout 💪","17 Ara 2022, 12:57","17 Ara 2022, 14:56","","Triceps Rope Pushdown",,"",2,"normal",35,9,,,
"Afternoon workout 💪","17 Ara 2022, 12:57","17 Ara 2022, 14:56","","Shrug (Dumbbell)",,"",0,"normal",20,10,,,
"Afternoon workout 💪","17 Ara 2022, 12:57","17 Ara 2022, 14:56","","Shrug (Dumbbell)",,"",1,"normal",44,15,,,
"Afternoon workout 💪","17 Ara 2022, 12:57","17 Ara 2022, 14:56","","Shrug (Dumbbell)",,"",2,"normal",44,15,,,
"Late night workout 🌙","15 Ara 2022, 22:45","15 Ara 2022, 23:27","","Pull Up",,"",0,"normal",,12,,,
"Late night workout 🌙","15 Ara 2022, 22:45","15 Ara 2022, 23:27","","Pull Up",,"",1,"normal",,7,,,
"Late night workout 🌙","15 Ara 2022, 22:45","15 Ara 2022, 23:27","","Pull Up",,"",2,"normal",,5,,,
"Late night workout 🌙","15 Ara 2022, 22:45","15 Ara 2022, 23:27","","Chest Dip",,"",0,"normal",,20,,,
"Late night workout 🌙","15 Ara 2022, 22:45","15 Ara 2022, 23:27","","Chest Dip",,"",1,"normal",,14,,,
"Late night workout 🌙","15 Ara 2022, 22:45","15 Ara 2022, 23:27","","Chest Dip",,"",2,"normal",,14,,,
"Late night workout 🌙","15 Ara 2022, 22:45","15 Ara 2022, 23:27","","Chin Up",,"",0,"normal",,8,,,
"Late night workout 🌙","15 Ara 2022, 22:45","15 Ara 2022, 23:27","","Chin Up",,"",1,"normal",,5,,,
"Late night workout 🌙","15 Ara 2022, 22:45","15 Ara 2022, 23:27","","Chin Up",,"",2,"normal",,5,,,
"Late night workout 🌙","15 Ara 2022, 22:45","15 Ara 2022, 23:27","","Overhead Press (Barbell)",,"",0,"normal",20,5,,,
"Late night workout 🌙","15 Ara 2022, 22:45","15 Ara 2022, 23:27","","Overhead Press (Barbell)",,"",1,"normal",30,4,,,
"Late night workout 🌙","15 Ara 2022, 22:45","15 Ara 2022, 23:27","","Overhead Press (Barbell)",,"",2,"normal",50,1,,,
"Late night workout 🌙","15 Ara 2022, 22:45","15 Ara 2022, 23:27","","Overhead Press (Barbell)",,"",3,"normal",30,7,,,
"Late night workout 🌙","15 Ara 2022, 22:45","15 Ara 2022, 23:27","","Overhead Press (Barbell)",,"",4,"normal",30,7,,,
"Late night workout 🌙","15 Ara 2022, 22:45","15 Ara 2022, 23:27","","Chin Up",,"",0,"normal",,9,,,
"Late night workout 🌙","15 Ara 2022, 22:45","15 Ara 2022, 23:27","","Chin Up",,"",1,"normal",,5,,,
"Late night workout 🌙","15 Ara 2022, 22:45","15 Ara 2022, 23:27","","Chin Up",,"",2,"normal",,5,,,
"Late night workout 🌙","15 Ara 2022, 22:45","15 Ara 2022, 23:27","","Triceps Pushdown",,"",0,"normal",35,12,,,
"Late night workout 🌙","15 Ara 2022, 22:45","15 Ara 2022, 23:27","","Triceps Pushdown",,"",1,"normal",35,9,,,
"Late night workout 🌙","15 Ara 2022, 22:45","15 Ara 2022, 23:27","","Triceps Pushdown",,"",2,"normal",35,8,,,
"Afternoon workout 💪","14 Ara 2022, 11:43","14 Ara 2022, 13:14","","Pull Up",,"",0,"normal",,13,,,
"Afternoon workout 💪","14 Ara 2022, 11:43","14 Ara 2022, 13:14","","Pull Up",,"",1,"normal",,8,,,
"Afternoon workout 💪","14 Ara 2022, 11:43","14 Ara 2022, 13:14","","Pull Up",,"",2,"normal",,6,,,
"Afternoon workout 💪","14 Ara 2022, 11:43","14 Ara 2022, 13:14","","Chin Up",,"",0,"normal",,6,,,
"Afternoon workout 💪","14 Ara 2022, 11:43","14 Ara 2022, 13:14","","Chin Up",,"",1,"normal",,5,,,
"Afternoon workout 💪","14 Ara 2022, 11:43","14 Ara 2022, 13:14","","Bench Press (Barbell)",,"",0,"normal",50,4,,,
"Afternoon workout 💪","14 Ara 2022, 11:43","14 Ara 2022, 13:14","","Bench Press (Barbell)",,"",1,"normal",50,4,,,
"Afternoon workout 💪","14 Ara 2022, 11:43","14 Ara 2022, 13:14","","Bench Press (Barbell)",,"",2,"normal",100,6,,,
"Afternoon workout 💪","14 Ara 2022, 11:43","14 Ara 2022, 13:14","","Bench Press (Barbell)",,"",3,"normal",100,3,,,
"Afternoon workout 💪","14 Ara 2022, 11:43","14 Ara 2022, 13:14","","Bench Press (Barbell)",,"",4,"normal",100,3,,,
"Afternoon workout 💪","14 Ara 2022, 11:43","14 Ara 2022, 13:14","","Bench Press (Barbell)",,"",5,"normal",100,3,,,
"Afternoon workout 💪","14 Ara 2022, 11:43","14 Ara 2022, 13:14","","Bench Press (Barbell)",,"",6,"normal",90,7,,,
"Afternoon workout 💪","14 Ara 2022, 11:43","14 Ara 2022, 13:14","","Lat Pulldown (Machine)",,"",0,"normal",100,18,,,
"Afternoon workout 💪","14 Ara 2022, 11:43","14 Ara 2022, 13:14","","Lat Pulldown (Machine)",,"",1,"normal",100,11,,,
"Afternoon workout 💪","14 Ara 2022, 11:43","14 Ara 2022, 13:14","","Lat Pulldown (Machine)",,"",2,"normal",100,9,,,
"Afternoon workout 💪","14 Ara 2022, 11:43","14 Ara 2022, 13:14","","Lat Pulldown (Machine)",,"",3,"normal",100,8,,,
"Afternoon workout 💪","14 Ara 2022, 11:43","14 Ara 2022, 13:14","","Shoulder Press (Dumbbell)",,"",0,"normal",24,5,,,
"Afternoon workout 💪","14 Ara 2022, 11:43","14 Ara 2022, 13:14","","Shoulder Press (Dumbbell)",,"",1,"normal",36,4,,,
"Afternoon workout 💪","14 Ara 2022, 11:43","14 Ara 2022, 13:14","","Shoulder Press (Dumbbell)",,"",2,"normal",64,4,,,
"Afternoon workout 💪","14 Ara 2022, 11:43","14 Ara 2022, 13:14","","Shoulder Press (Dumbbell)",,"",3,"normal",60,6,,,
"Afternoon workout 💪","14 Ara 2022, 11:43","14 Ara 2022, 13:14","","Shoulder Press (Dumbbell)",,"",4,"normal",60,5,,,
"Afternoon workout 💪","14 Ara 2022, 11:43","14 Ara 2022, 13:14","","Shoulder Press (Dumbbell)",,"",5,"normal",60,3,,,
"Afternoon workout 💪","14 Ara 2022, 11:43","14 Ara 2022, 13:14","","Shoulder Press (Dumbbell)",,"",6,"normal",56,5,,,
"Afternoon workout 💪","14 Ara 2022, 11:43","14 Ara 2022, 13:14","","Seated Lateral Raise (Dumbbell)",,"",0,"normal",24,7,,,
"Afternoon workout 💪","14 Ara 2022, 11:43","14 Ara 2022, 13:14","","Seated Lateral Raise (Dumbbell)",,"",1,"normal",24,6,,,
"Afternoon workout 💪","14 Ara 2022, 11:43","14 Ara 2022, 13:14","","Seated Lateral Raise (Dumbbell)",,"",2,"normal",18,14,,,
"Afternoon workout 💪","14 Ara 2022, 11:43","14 Ara 2022, 13:14","","Preacher Curl (Barbell)",,"",0,"normal",42,5,,,
"Afternoon workout 💪","14 Ara 2022, 11:43","14 Ara 2022, 13:14","","Preacher Curl (Barbell)",,"",1,"normal",37,6,,,
"Afternoon workout 💪","14 Ara 2022, 11:43","14 Ara 2022, 13:14","","Preacher Curl (Barbell)",,"",2,"normal",32,10,,,
"Afternoon workout 💪","14 Ara 2022, 11:43","14 Ara 2022, 13:14","","Triceps Rope Pushdown",,"",0,"normal",45,4,,,
"Afternoon workout 💪","14 Ara 2022, 11:43","14 Ara 2022, 13:14","","Triceps Rope Pushdown",,"",1,"normal",40,8,,,
"Afternoon workout 💪","14 Ara 2022, 11:43","14 Ara 2022, 13:14","","Triceps Rope Pushdown",,"",2,"normal",35,9,,,
"Afternoon workout 💪","14 Ara 2022, 11:43","14 Ara 2022, 13:14","","Shrug (Dumbbell)",,"",0,"normal",40,15,,,
"Afternoon workout 💪","14 Ara 2022, 11:43","14 Ara 2022, 13:14","","Shrug (Dumbbell)",,"",1,"normal",48,8,,,
"Afternoon workout 💪","14 Ara 2022, 11:43","14 Ara 2022, 13:14","","Shrug (Dumbbell)",,"",2,"normal",48,12,,,
"Sırt-göğüs pzt cmt","12 Ara 2022, 08:31","12 Ara 2022, 09:57","","Pull Up",,"",0,"normal",,12,,,
"Sırt-göğüs pzt cmt","12 Ara 2022, 08:31","12 Ara 2022, 09:57","","Pull Up",,"",1,"normal",,7,,,
"Sırt-göğüs pzt cmt","12 Ara 2022, 08:31","12 Ara 2022, 09:57","","Pull Up",,"",2,"normal",,6,,,
"Sırt-göğüs pzt cmt","12 Ara 2022, 08:31","12 Ara 2022, 09:57","","Chin Up",,"",0,"normal",,6,,,
"Sırt-göğüs pzt cmt","12 Ara 2022, 08:31","12 Ara 2022, 09:57","","Chin Up",,"",1,"normal",,5,,,
"Sırt-göğüs pzt cmt","12 Ara 2022, 08:31","12 Ara 2022, 09:57","","Bench Press (Barbell)",,"",0,"normal",60,4,,,
"Sırt-göğüs pzt cmt","12 Ara 2022, 08:31","12 Ara 2022, 09:57","","Bench Press (Barbell)",,"",1,"normal",60,4,,,
"Sırt-göğüs pzt cmt","12 Ara 2022, 08:31","12 Ara 2022, 09:57","","Bench Press (Barbell)",,"",2,"normal",100,6,,,
"Sırt-göğüs pzt cmt","12 Ara 2022, 08:31","12 Ara 2022, 09:57","","Bench Press (Barbell)",,"",3,"normal",100,3,,,
"Sırt-göğüs pzt cmt","12 Ara 2022, 08:31","12 Ara 2022, 09:57","","Bench Press (Barbell)",,"",4,"normal",100,3,,,
"Sırt-göğüs pzt cmt","12 Ara 2022, 08:31","12 Ara 2022, 09:57","","Bench Press (Barbell)",,"",5,"normal",100,3,,,
"Sırt-göğüs pzt cmt","12 Ara 2022, 08:31","12 Ara 2022, 09:57","","Bench Press (Barbell)",,"",6,"normal",90,7,,,
"Sırt-göğüs pzt cmt","12 Ara 2022, 08:31","12 Ara 2022, 09:57","","Lat Pulldown (Machine)",,"",0,"normal",100,17,,,
"Sırt-göğüs pzt cmt","12 Ara 2022, 08:31","12 Ara 2022, 09:57","","Lat Pulldown (Machine)",,"",1,"normal",100,11,,,
"Sırt-göğüs pzt cmt","12 Ara 2022, 08:31","12 Ara 2022, 09:57","","Lat Pulldown (Machine)",,"",2,"normal",100,9,,,
"Sırt-göğüs pzt cmt","12 Ara 2022, 08:31","12 Ara 2022, 09:57","","Lat Pulldown (Machine)",,"",3,"normal",100,8,,,
"Sırt-göğüs pzt cmt","12 Ara 2022, 08:31","12 Ara 2022, 09:57","","Lat Pulldown (Machine)",,"",4,"normal",100,8,,,
"Sırt-göğüs pzt cmt","12 Ara 2022, 08:31","12 Ara 2022, 09:57","","Incline Bench Press (Dumbbell)",,"",0,"normal",40,4,,,
"Sırt-göğüs pzt cmt","12 Ara 2022, 08:31","12 Ara 2022, 09:57","","Incline Bench Press (Dumbbell)",,"",1,"normal",40,4,,,
"Sırt-göğüs pzt cmt","12 Ara 2022, 08:31","12 Ara 2022, 09:57","","Incline Bench Press (Dumbbell)",,"",2,"normal",72,8,,,
"Sırt-göğüs pzt cmt","12 Ara 2022, 08:31","12 Ara 2022, 09:57","","Incline Bench Press (Dumbbell)",,"",3,"normal",72,4,,,
"Sırt-göğüs pzt cmt","12 Ara 2022, 08:31","12 Ara 2022, 09:57","","Incline Bench Press (Dumbbell)",,"",4,"normal",68,6,,,
"Sırt-göğüs pzt cmt","12 Ara 2022, 08:31","12 Ara 2022, 09:57","","Incline Bench Press (Dumbbell)",,"",5,"normal",68,6,,,
"Sırt-göğüs pzt cmt","12 Ara 2022, 08:31","12 Ara 2022, 09:57","","Incline Bench Press (Dumbbell)",,"",6,"normal",64,8,,,
"Sırt-göğüs pzt cmt","12 Ara 2022, 08:31","12 Ara 2022, 09:57","","Single Arm Lat Pulldown",,"",0,"normal",80,5,,,
"Sırt-göğüs pzt cmt","12 Ara 2022, 08:31","12 Ara 2022, 09:57","","Single Arm Lat Pulldown",,"",1,"normal",80,3,,,
"Sırt-göğüs pzt cmt","12 Ara 2022, 08:31","12 Ara 2022, 09:57","","Single Arm Lat Pulldown",,"",2,"normal",70,8,,,
"Sırt-göğüs pzt cmt","12 Ara 2022, 08:31","12 Ara 2022, 09:57","","Single Arm Lat Pulldown",,"",3,"normal",70,5,,,
"Sırt-göğüs pzt cmt","12 Ara 2022, 08:31","12 Ara 2022, 09:57","","Single Arm Lat Pulldown",,"",4,"normal",70,5,,,
"Sırt-göğüs pzt cmt","12 Ara 2022, 08:31","12 Ara 2022, 09:57","","Chest Dip",,"",0,"normal",,20,,,
"Sırt-göğüs pzt cmt","12 Ara 2022, 08:31","12 Ara 2022, 09:57","","Chest Dip",,"",1,"normal",,18,,,
"Sırt-göğüs pzt cmt","12 Ara 2022, 08:31","12 Ara 2022, 09:57","","Chest Dip",,"",2,"normal",,13,,,
"Sırt-göğüs pzt cmt","12 Ara 2022, 08:31","12 Ara 2022, 09:57","","Chest Dip",,"",3,"normal",,13,,,
"Sırt-göğüs pzt cmt","12 Ara 2022, 08:31","12 Ara 2022, 09:57","","Chest Dip",,"",4,"normal",,12,,,
"Afternoon workout 💪","10 Ara 2022, 14:15","10 Ara 2022, 15:13","","Pull Up",,"",0,"normal",,13,,,
"Afternoon workout 💪","10 Ara 2022, 14:15","10 Ara 2022, 15:13","","Pull Up",,"",1,"normal",,8,,,
"Afternoon workout 💪","10 Ara 2022, 14:15","10 Ara 2022, 15:13","","Pull Up",,"",2,"normal",,5,,,
"Afternoon workout 💪","10 Ara 2022, 14:15","10 Ara 2022, 15:13","","Chin Up",,"",0,"normal",,6,,,
"Afternoon workout 💪","10 Ara 2022, 14:15","10 Ara 2022, 15:13","","Chin Up",,"",1,"normal",,6,,,
"Afternoon workout 💪","10 Ara 2022, 14:15","10 Ara 2022, 15:13","","Bench Press (Barbell)",,"",0,"normal",50,4,,,
"Afternoon workout 💪","10 Ara 2022, 14:15","10 Ara 2022, 15:13","","Bench Press (Barbell)",,"",1,"normal",50,4,,,
"Afternoon workout 💪","10 Ara 2022, 14:15","10 Ara 2022, 15:13","","Bench Press (Barbell)",,"",2,"normal",100,5,,,
"Afternoon workout 💪","10 Ara 2022, 14:15","10 Ara 2022, 15:13","","Bench Press (Barbell)",,"",3,"normal",100,4,,,
"Afternoon workout 💪","10 Ara 2022, 14:15","10 Ara 2022, 15:13","","Bench Press (Barbell)",,"",4,"normal",100,3,,,
"Afternoon workout 💪","10 Ara 2022, 14:15","10 Ara 2022, 15:13","","Bench Press (Barbell)",,"",5,"normal",100,3,,,
"Afternoon workout 💪","10 Ara 2022, 14:15","10 Ara 2022, 15:13","","Bench Press (Barbell)",,"",6,"normal",90,7,,,
"Leg CUMA","9 Ara 2022, 11:47","9 Ara 2022, 12:10","","Squat (Barbell)",,"",0,"normal",60,5,,,
"Leg CUMA","9 Ara 2022, 11:47","9 Ara 2022, 12:10","","Squat (Barbell)",,"",1,"normal",60,5,,,
"Leg CUMA","9 Ara 2022, 11:47","9 Ara 2022, 12:10","","Squat (Barbell)",,"",2,"normal",107.5,5,,,
"Leg CUMA","9 Ara 2022, 11:47","9 Ara 2022, 12:10","","Squat (Barbell)",,"",3,"normal",107.5,5,,,
"Leg CUMA","9 Ara 2022, 11:47","9 Ara 2022, 12:10","","Squat (Barbell)",,"",4,"normal",107.5,1,,,
"Afternoon workout 💪","8 Ara 2022, 14:39","8 Ara 2022, 16:00","","Pull Up",,"",0,"normal",,13,,,
"Afternoon workout 💪","8 Ara 2022, 14:39","8 Ara 2022, 16:00","","Pull Up",,"",1,"normal",,7,,,
"Afternoon workout 💪","8 Ara 2022, 14:39","8 Ara 2022, 16:00","","Chin Up",,"",0,"normal",,6,,,
"Afternoon workout 💪","8 Ara 2022, 14:39","8 Ara 2022, 16:00","","Chin Up",,"",2,"normal",,5,,,
"Afternoon workout 💪","8 Ara 2022, 14:39","8 Ara 2022, 16:00","","Bench Press - Close Grip (Barbell)",,"",0,"normal",60,4,,,
"Afternoon workout 💪","8 Ara 2022, 14:39","8 Ara 2022, 16:00","","Bench Press - Close Grip (Barbell)",,"",1,"normal",60,4,,,
"Afternoon workout 💪","8 Ara 2022, 14:39","8 Ara 2022, 16:00","","Bench Press - Close Grip (Barbell)",,"",2,"normal",100,6,,,
"Afternoon workout 💪","8 Ara 2022, 14:39","8 Ara 2022, 16:00","","Bench Press - Close Grip (Barbell)",,"",3,"normal",100,3,,,
"Afternoon workout 💪","8 Ara 2022, 14:39","8 Ara 2022, 16:00","","Bench Press - Close Grip (Barbell)",,"",4,"normal",100,2,,,
"Afternoon workout 💪","8 Ara 2022, 14:39","8 Ara 2022, 16:00","","Bench Press - Close Grip (Barbell)",,"",5,"normal",100,3,,,
"Afternoon workout 💪","8 Ara 2022, 14:39","8 Ara 2022, 16:00","","Bench Press - Close Grip (Barbell)",,"",6,"normal",90,6,,,
"Afternoon workout 💪","8 Ara 2022, 14:39","8 Ara 2022, 16:00","","Pendlay Row (Barbell)",,"",0,"normal",50,3,,,
"Afternoon workout 💪","8 Ara 2022, 14:39","8 Ara 2022, 16:00","","Pendlay Row (Barbell)",,"",1,"normal",50,3,,,
"Afternoon workout 💪","8 Ara 2022, 14:39","8 Ara 2022, 16:00","","Pendlay Row (Barbell)",,"",2,"normal",90,3,,,
"Afternoon workout 💪","8 Ara 2022, 14:39","8 Ara 2022, 16:00","","Pendlay Row (Barbell)",,"",3,"normal",90,3,,,
"Afternoon workout 💪","8 Ara 2022, 14:39","8 Ara 2022, 16:00","","Pendlay Row (Barbell)",,"",4,"normal",90,3,,,
"Afternoon workout 💪","8 Ara 2022, 14:39","8 Ara 2022, 16:00","","Pendlay Row (Barbell)",,"",5,"normal",85,4,,,
"Afternoon workout 💪","8 Ara 2022, 14:39","8 Ara 2022, 16:00","","Pendlay Row (Barbell)",,"",6,"normal",80,6,,,
"Afternoon workout 💪","8 Ara 2022, 14:39","8 Ara 2022, 16:00","","Triceps Dip",,"",0,"normal",,22,,,
"Afternoon workout 💪","8 Ara 2022, 14:39","8 Ara 2022, 16:00","","Triceps Dip",,"",1,"normal",,15,,,
"Afternoon workout 💪","8 Ara 2022, 14:39","8 Ara 2022, 16:00","","Triceps Dip",,"",2,"normal",,10,,,
"Afternoon workout 💪","8 Ara 2022, 14:39","8 Ara 2022, 16:00","","Triceps Dip",,"",3,"normal",,10,,,
"Afternoon workout 💪","8 Ara 2022, 14:39","8 Ara 2022, 16:00","","Preacher Curl (Barbell)",,"",0,"normal",42,5,,,
"Afternoon workout 💪","8 Ara 2022, 14:39","8 Ara 2022, 16:00","","Preacher Curl (Barbell)",,"",1,"normal",37,6,,,
"Afternoon workout 💪","8 Ara 2022, 14:39","8 Ara 2022, 16:00","","Preacher Curl (Barbell)",,"",2,"normal",37,4,,,
"Afternoon workout 💪","8 Ara 2022, 14:39","8 Ara 2022, 16:00","","Preacher Curl (Barbell)",,"",3,"normal",32,10,,,
"Afternoon workout 💪","8 Ara 2022, 14:39","8 Ara 2022, 16:00","","Triceps Rope Pushdown",,"",0,"normal",45,3,,,
"Afternoon workout 💪","8 Ara 2022, 14:39","8 Ara 2022, 16:00","","Triceps Rope Pushdown",,"",1,"normal",40,7,,,
"Afternoon workout 💪","8 Ara 2022, 14:39","8 Ara 2022, 16:00","","Triceps Rope Pushdown",,"",2,"normal",35,8,,,
"Afternoon workout 💪","8 Ara 2022, 14:39","8 Ara 2022, 16:00","","Triceps Rope Pushdown",,"",3,"normal",30,10,,,
"Shoulder ÇRŞ","7 Ara 2022, 11:53","7 Ara 2022, 13:00","","Seated Overhead Press (Barbell)",,"",0,"normal",20,7,,,
"Shoulder ÇRŞ","7 Ara 2022, 11:53","7 Ara 2022, 13:00","","Seated Overhead Press (Barbell)",,"",1,"normal",20,7,,,
"Shoulder ÇRŞ","7 Ara 2022, 11:53","7 Ara 2022, 13:00","","Seated Overhead Press (Barbell)",,"",2,"normal",65,4,,,
"Shoulder ÇRŞ","7 Ara 2022, 11:53","7 Ara 2022, 13:00","","Seated Overhead Press (Barbell)",,"",3,"normal",60,5,,,
"Shoulder ÇRŞ","7 Ara 2022, 11:53","7 Ara 2022, 13:00","","Seated Overhead Press (Barbell)",,"",4,"normal",55,7,,,
"Shoulder ÇRŞ","7 Ara 2022, 11:53","7 Ara 2022, 13:00","","Seated Overhead Press (Barbell)",,"",5,"normal",55,6,,,
"Shoulder ÇRŞ","7 Ara 2022, 11:53","7 Ara 2022, 13:00","","Seated Overhead Press (Barbell)",,"",6,"normal",50,8,,,
"Shoulder ÇRŞ","7 Ara 2022, 11:53","7 Ara 2022, 13:00","","Seated Lateral Raise (Dumbbell)",,"",0,"normal",24,7,,,
"Shoulder ÇRŞ","7 Ara 2022, 11:53","7 Ara 2022, 13:00","","Seated Lateral Raise (Dumbbell)",,"",1,"normal",24,7,,,
"Shoulder ÇRŞ","7 Ara 2022, 11:53","7 Ara 2022, 13:00","","Seated Lateral Raise (Dumbbell)",,"",2,"normal",20,12,,,
"Shoulder ÇRŞ","7 Ara 2022, 11:53","7 Ara 2022, 13:00","","Seated Lateral Raise (Dumbbell)",,"",3,"normal",20,10,,,
"Shoulder ÇRŞ","7 Ara 2022, 11:53","7 Ara 2022, 13:00","","Seated Lateral Raise (Dumbbell)",,"",4,"normal",20,9,,,
"Shoulder ÇRŞ","7 Ara 2022, 11:53","7 Ara 2022, 13:00","","Shoulder Press (Dumbbell)",,"",0,"normal",32,4,,,
"Shoulder ÇRŞ","7 Ara 2022, 11:53","7 Ara 2022, 13:00","","Shoulder Press (Dumbbell)",,"",1,"normal",32,5,,,
"Shoulder ÇRŞ","7 Ara 2022, 11:53","7 Ara 2022, 13:00","","Shoulder Press (Dumbbell)",,"",2,"normal",64,3,,,
"Shoulder ÇRŞ","7 Ara 2022, 11:53","7 Ara 2022, 13:00","","Shoulder Press (Dumbbell)",,"",3,"normal",60,3,,,
"Shoulder ÇRŞ","7 Ara 2022, 11:53","7 Ara 2022, 13:00","","Shoulder Press (Dumbbell)",,"",4,"normal",60,5,,,
"Shoulder ÇRŞ","7 Ara 2022, 11:53","7 Ara 2022, 13:00","","Shoulder Press (Dumbbell)",,"",5,"normal",60,3,,,
"Shoulder ÇRŞ","7 Ara 2022, 11:53","7 Ara 2022, 13:00","","Shoulder Press (Dumbbell)",,"",6,"normal",56,7,,,
"Shoulder ÇRŞ","7 Ara 2022, 11:53","7 Ara 2022, 13:00","","Lateral Raise (Machine)",,"",0,"normal",55,3,,,
"Shoulder ÇRŞ","7 Ara 2022, 11:53","7 Ara 2022, 13:00","","Lateral Raise (Machine)",,"",1,"normal",50,5,,,
"Shoulder ÇRŞ","7 Ara 2022, 11:53","7 Ara 2022, 13:00","","Lateral Raise (Machine)",,"",2,"normal",45,8,,,
"Shoulder ÇRŞ","7 Ara 2022, 11:53","7 Ara 2022, 13:00","","Lateral Raise (Machine)",,"",3,"normal",40,10,,,
"Shoulder ÇRŞ","7 Ara 2022, 11:53","7 Ara 2022, 13:00","","Face Pull",,"",0,"normal",27.5,10,,,
"Shoulder ÇRŞ","7 Ara 2022, 11:53","7 Ara 2022, 13:00","","Face Pull",,"",1,"normal",27.5,9,,,
"Shoulder ÇRŞ","7 Ara 2022, 11:53","7 Ara 2022, 13:00","","Face Pull",,"",2,"normal",27.5,9,,,
"Shoulder ÇRŞ","7 Ara 2022, 11:53","7 Ara 2022, 13:00","","Face Pull",,"",3,"normal",27.5,9,,,
"Shoulder ÇRŞ","7 Ara 2022, 11:53","7 Ara 2022, 13:00","","Face Pull",,"",4,"normal",27.5,9,,,
"Shoulder ÇRŞ","7 Ara 2022, 11:53","7 Ara 2022, 13:00","","Shrug (Dumbbell)",,"",0,"normal",40,7,,,
"Shoulder ÇRŞ","7 Ara 2022, 11:53","7 Ara 2022, 13:00","","Shrug (Dumbbell)",,"",1,"normal",40,11,,,
"Shoulder ÇRŞ","7 Ara 2022, 11:53","7 Ara 2022, 13:00","","Shrug (Dumbbell)",,"",2,"normal",40,11,,,
"Shoulder ÇRŞ","7 Ara 2022, 11:53","7 Ara 2022, 13:00","","Shrug (Dumbbell)",,"",3,"normal",40,11,,,
"Back SALI","6 Ara 2022, 12:34","6 Ara 2022, 13:11","","Pull Up (Weighted)",,"",0,"normal",16,4,,,
"Back SALI","6 Ara 2022, 12:34","6 Ara 2022, 13:11","","Pull Up (Weighted)",,"",1,"normal",16,3,,,
"Back SALI","6 Ara 2022, 12:34","6 Ara 2022, 13:11","","Pull Up (Weighted)",,"",2,"normal",14,3,,,
"Back SALI","6 Ara 2022, 12:34","6 Ara 2022, 13:11","","Pull Up (Weighted)",,"",3,"normal",14,2,,,
"Back SALI","6 Ara 2022, 12:34","6 Ara 2022, 13:11","","Pull Up (Weighted)",,"",4,"normal",14,3,,,
"Back SALI","6 Ara 2022, 12:34","6 Ara 2022, 13:11","","Pendlay Row (Barbell)",,"",0,"normal",50,3,,,
"Back SALI","6 Ara 2022, 12:34","6 Ara 2022, 13:11","","Pendlay Row (Barbell)",,"",1,"normal",60,5,,,
"Back SALI","6 Ara 2022, 12:34","6 Ara 2022, 13:11","","Pendlay Row (Barbell)",,"",2,"normal",80,5,,,
"Back SALI","6 Ara 2022, 12:34","6 Ara 2022, 13:11","","Pendlay Row (Barbell)",,"",3,"normal",80,5,,,
"Back SALI","6 Ara 2022, 12:34","6 Ara 2022, 13:11","","Pendlay Row (Barbell)",,"",4,"normal",90,3,,,
"Back SALI","6 Ara 2022, 12:34","6 Ara 2022, 13:11","","Pendlay Row (Barbell)",,"",5,"normal",90,3,,,
"Back SALI","6 Ara 2022, 12:34","6 Ara 2022, 13:11","","Pull Up",,"",0,"normal",,10,,,
"Chest PZT","5 Ara 2022, 11:50","5 Ara 2022, 12:48","","Bench Press (Barbell)",,"",0,"normal",30,4,,,
"Chest PZT","5 Ara 2022, 11:50","5 Ara 2022, 12:48","","Bench Press (Barbell)",,"",1,"normal",55,4,,,
"Chest PZT","5 Ara 2022, 11:50","5 Ara 2022, 12:48","","Bench Press (Barbell)",,"",2,"normal",100,5,,,
"Chest PZT","5 Ara 2022, 11:50","5 Ara 2022, 12:48","","Bench Press (Barbell)",,"",3,"normal",100,3,,,
"Chest PZT","5 Ara 2022, 11:50","5 Ara 2022, 12:48","","Bench Press (Barbell)",,"",4,"normal",100,3,,,
"Chest PZT","5 Ara 2022, 11:50","5 Ara 2022, 12:48","","Bench Press (Barbell)",,"",5,"normal",100,3,,,
"Chest PZT","5 Ara 2022, 11:50","5 Ara 2022, 12:48","","Bench Press (Barbell)",,"",6,"normal",100,3,,,
"Chest PZT","5 Ara 2022, 11:50","5 Ara 2022, 12:48","","Incline Bench Press (Dumbbell)",,"",0,"normal",40,4,,,
"Chest PZT","5 Ara 2022, 11:50","5 Ara 2022, 12:48","","Incline Bench Press (Dumbbell)",,"",1,"normal",40,5,,,
"Chest PZT","5 Ara 2022, 11:50","5 Ara 2022, 12:48","","Incline Bench Press (Dumbbell)",,"",2,"normal",72,7,,,
"Chest PZT","5 Ara 2022, 11:50","5 Ara 2022, 12:48","","Incline Bench Press (Dumbbell)",,"",3,"normal",72,2,,,
